Application Number,CSI Project Tilt
SD-CSI-10991,18
SD-CSI-22137,18
SD-CSI-11295,18
SD-CSI-16820,23
SD-CSI-12571,18
SD-CSI-08661,24
SD-CSI-02493,19
SD-CSI-18562,18
SD-CSI-18557,23
SD-CSI-12365,20
SD-CSI-00780,30
SD-CSI-08230,19
SD-CSI-11005,18
SD-CSI-11902,19
SD-CSI-06250,20
SD-CSI-03733,25
SD-CSI-12190,18
SD-CSI-15984,10
SD-CSI-19259,17
SD-CSI-09023,18
SD-CSI-16170,15
SD-CSI-13296,18
SD-CSI-18601,17
SD-CSI-13808,19
SD-CSI-20360,23
SD-CSI-12299,26
SD-CSI-13186,23
SD-CSI-20533,20
SD-CSI-18978,18
SD-CSI-20540,17
SD-CSI-00883,15
SD-CSI-05387,16
SD-CSI-18627,18
SD-CSI-10794,18
SD-CSI-16027,18
SD-CSI-18083,20
SD-CSI-18991,28
SD-CSI-18635,22
SD-CSI-14479,18
SD-CSI-07894,18
SD-CSI-13262,22
SD-CSI-19505,17
SD-CSI-06285,19
SD-CSI-17187,23
SD-CSI-00085,30
SD-CSI-21616,20
SD-CSI-07914,7
SD-CSI-08298,20
SD-CSI-17033,21
SD-CSI-17005,22
SD-CSI-19520,19
SD-CSI-04820,7
SD-CSI-19521,28
SD-CSI-08797,15
SD-CSI-20630,20
SD-CSI-01093,30
SD-CSI-03972,22
SD-CSI-18605,5
SD-CSI-13329,22
SD-CSI-21476,30
SD-CSI-13018,20
SD-CSI-18412,18
SD-CSI-16075,20
SD-CSI-11082,19
SD-CSI-02133,18
SD-CSI-14889,18
SD-CSI-13703,17
SD-CSI-16310,21
SD-CSI-11285,18
SD-CSI-07980,17
SD-CSI-11417,15
SD-CSI-06724,18
SD-CSI-16654,22
SD-CSI-07624,18
SD-CSI-15633,36
SD-CSI-19075,17
SD-CSI-00111,14
SD-CSI-18191,23
SD-CSI-19077,21
SD-CSI-20677,20
SD-CSI-17453,18
SD-CSI-01764,15
SD-CSI-08864,21
SD-CSI-11094,18
SD-CSI-12426,16
SD-CSI-17097,13
SD-CSI-06963,15
SD-CSI-12878,23
SD-CSI-14910,18
SD-CSI-12521,15
SD-CSI-08866,19
SD-CSI-19588,23
SD-CSI-10032,14
SD-CSI-11963,20
SD-CSI-11270,23
SD-CSI-12520,34
SD-CSI-11275,18
SD-CSI-08072,10
SD-CSI-04946,18
SD-CSI-18498,22
SD-CSI-07319,20
SD-CSI-19351,21
SD-CSI-08074,10
SD-CSI-00454,30
SD-CSI-16389,22
SD-CSI-20928,17
SD-CSI-16408,18
SD-CSI-17407,15
SD-CSI-18977,18
SD-CSI-15049,15
SD-CSI-10949,18
SD-CSI-13074,29
SD-CSI-19153,21
SD-CSI-16432,18
SD-CSI-20553,13
SD-CSI-14768,19
SD-CSI-15795,12
SD-CSI-22099,19
SD-CSI-21363,18
SD-CSI-22050,19
SD-CSI-07396,22
SD-CSI-21993,17
SD-CSI-05523,10
SD-CSI-21738,21
SD-CSI-15408,17
SD-CSI-21853,16
SD-CSI-03558,19
SD-CSI-21856,18
SD-CSI-21941,26
SD-CSI-19415,20
SD-CSI-21959,23
SD-CSI-12244,28
SD-CSI-21956,14
SD-CSI-18919,18
SD-CSI-22077,18
SD-CSI-04825,15
SD-CSI-12736,18
SD-CSI-16821,19
SD-CSI-08417,20
SD-CSI-18936,18
SD-CSI-19820,22
SD-CSI-15226,20
SD-CSI-01823,10
SD-CSI-18589,17
SD-CSI-09029,17
SD-CSI-18594,21
SD-CSI-22386,30
SD-CSI-06253,22
SD-CSI-04306,18
SD-CSI-01916,18
SD-CSI-18612,16
SD-CSI-07160,20
SD-CSI-00064,20
SD-CSI-16915,22
SD-CSI-19464,18
SD-CSI-16917,14
SD-CSI-02367,24
SD-CSI-15899,18
SD-CSI-20565,23
SD-CSI-06866,19
SD-CSI-14040,24
SD-CSI-18638,22
SD-CSI-19014,17
SD-CSI-05082,18
SD-CSI-01744,23
SD-CSI-16947,18
SD-CSI-20115,15
SD-CSI-10812,18
SD-CSI-00747,30
SD-CSI-14504,25
SD-CSI-17371,20
SD-CSI-07913,30
SD-CSI-08772,17
SD-CSI-15573,10
SD-CSI-14536,19
SD-CSI-19260,18
SD-CSI-15034,14
SD-CSI-20629,19
SD-CSI-16806,14
SD-CSI-17077,14
SD-CSI-10977,14
SD-CSI-01714,22
SD-CSI-19853,18
SD-CSI-11564,18
SD-CSI-14205,18
SD-CSI-19549,21
SD-CSI-05818,18
SD-CSI-19074,17
SD-CSI-01029,30
SD-CSI-13430,18
SD-CSI-17675,30
SD-CSI-18754,17
SD-CSI-21200,20
SD-CSI-05180,34
SD-CSI-20298,18
SD-CSI-16539,18
SD-CSI-08868,19
SD-CSI-00922,23
SD-CSI-16344,18
SD-CSI-19806,15
SD-CSI-14796,23
SD-CSI-16353,19
SD-CSI-21319,27
SD-CSI-21186,20
SD-CSI-10721,17
SD-CSI-18831,17
SD-CSI-14733,27
SD-CSI-02211,15
SD-CSI-15299,18
SD-CSI-09638,18
SD-CSI-04084,22
SD-CSI-14771,23
SD-CSI-01475,25
SD-CSI-04287,22
SD-CSI-12239,25
SD-CSI-07757,17
SD-CSI-11317,25
SD-CSI-12358,39
SD-CSI-01730,25
SD-CSI-10434,19
SD-CSI-06436,15
SD-CSI-01367,33
SD-CSI-00971,17
SD-CSI-05085,20
SD-CSI-02934,19
SD-CSI-07905,13
SD-CSI-01747,15
SD-CSI-16279,25
SD-CSI-06950,23
SD-CSI-06556,13
SD-CSI-00898,30
SD-CSI-06188,13
SD-CSI-18217,30
SD-CSI-19068,17
SD-CSI-17595,18
SD-CSI-02029,14
SD-CSI-03465,17
SD-CSI-01455,20
SD-CSI-07688,5
SD-CSI-20011,12
SD-CSI-01660,17
SD-CSI-22270,10
SD-CSI-11018,15
SD-CSI-18741,15
SD-CSI-20312,23
SD-CSI-03386,15
SD-CSI-08491,17
SD-CSI-21681,30
SD-CSI-07784,9
SD-CSI-21695,5
SD-MASH-00026,10
SD-CSI-21912,23
SD-CSI-07402,18
SD-CSI-21996,20
SD-CSI-08610,22
SD-CSI-12259,17
SD-CSI-18005,20
SD-CSI-08640,17
SD-CSI-00496,15
SD-CSI-01922,19
SD-CSI-06660,20
SD-CSI-09248,17
SD-CSI-09251,5
SD-CSI-12627,1
SD-CSI-09017,25
SD-CSI-02349,18
SD-CSI-07134,26
SD-CSI-02048,12
SD-CSI-02052,18
SD-CSI-06333,20
SD-CSI-06887,20
SD-CSI-16892,24
SD-CSI-21598,18
SD-CSI-05386,24
SD-CSI-15521,24
SD-CSI-02088,18
SD-CSI-06055,18
SD-CSI-11051,22
SD-CSI-08218,15
SD-CSI-17834,17
SD-CSI-09655,18
SD-MASH-00027,5
SD-CSI-02967,0
SD-CSI-03665,13
SD-CSI-08634,17
SD-CSI-06097,18
SD-CSI-20294,30
SD-CSI-02970,15
SD-CSI-20297,30
SD-CSI-09855,30
SD-CSI-07992,20
SD-CSI-06953,10
SD-CSI-12862,17
SD-CSI-07631,17
SD-CSI-09140,14
SD-CSI-12072,19
SD-CSI-07276,15
SD-CSI-06317,19
SD-CSI-15976,10
SD-CSI-17953,5
SD-CSI-02839,15
SD-CSI-01234,30
SD-CSI-01450,24
SD-CSI-12586,17
SD-CSI-05247,20
SD-CSI-07308,14
SD-CSI-15339,23
SD-CSI-21050,10
SD-CSI-10366,10
SD-CSI-01305,13
SD-CSI-13244,16
SD-CSI-08429,19
SD-CSI-01635,20
SD-CSI-05719,10
SD-CSI-08936,20
SD-CSI-09188,17
SD-CSI-05721,20
SD-CSI-08459,12
SD-CSI-16036,18
SD-CSI-04258,10
SD-CSI-06726,15
SD-CSI-14730,20
SD-CSI-19672,18
SD-CSI-21998,20
SD-CSI-05916,14
SD-CSI-22086,20
SD-CSI-19264,14
SD-CSI-01776,12
SD-CSI-11313,18
SD-CSI-10097,18
SD-CSI-12711,18
SD-CSI-12356,15
SD-CSI-01817,17
SD-CSI-06778,17
SD-CSI-11156,17
SD-CSI-08498,17
SD-CSI-09869,18
SD-CSI-16072,22
SD-CSI-06218,30
SD-CSI-15810,30
SD-CSI-18480,20
SD-CSI-18242,15
SD-CSI-03014,21
SD-CSI-07769,24
SD-CSI-10108,30
SD-CSI-20340,18
SD-CSI-07084,18
SD-CSI-14358,20
SD-CSI-10118,18
SD-CSI-09488,0
SD-CSI-14371,17
SD-CSI-01335,21
SD-CSI-12471,18
SD-CSI-12472,19
SD-CSI-14385,20
SD-CSI-12366,18
SD-CSI-16838,20
SD-CSI-18224,18
SD-CSI-13090,10
SD-CSI-03248,20
SD-CSI-13993,17
SD-CSI-08680,23
SD-CSI-06251,18
SD-CSI-14854,18
SD-CSI-21238,27
SD-CSI-09008,20
SD-CSI-03461,17
SD-CSI-00040,30
SD-CSI-07430,17
SD-CSI-00041,30
SD-CSI-21025,22
SD-CSI-14401,17
SD-CSI-00048,30
SD-CSI-21247,15
SD-CSI-07208,20
SD-CSI-04457,13
SD-CSI-00398,12
SD-CSI-20569,23
SD-CSI-05988,17
SD-CSI-04769,18
SD-CSI-05973,30
SD-CSI-09032,17
SD-CSI-17915,14
SD-CSI-16610,20
SD-CSI-15489,15
SD-CSI-19531,18
SD-CSI-16897,15
SD-CSI-10453,20
SD-CSI-11204,20
SD-CSI-04776,18
SD-CSI-11208,18
SD-CSI-17349,23
SD-CSI-12381,17
SD-CSI-10797,15
SD-CSI-10561,19
SD-CSI-05601,15
SD-CSI-14995,17
SD-CSI-11605,30
SD-CSI-02076,17
SD-CSI-01928,22
SD-CSI-11913,17
SD-CSI-03907,17
SD-CSI-15500,23
SD-CSI-14244,20
SD-CSI-03523,30
SD-CSI-15532,19
SD-CSI-20878,20
SD-CSI-04495,27
SD-CSI-16208,18
SD-CSI-21602,15
SD-CSI-19204,30
SD-CSI-15530,18
SD-CSI-13547,23
SD-CSI-08641,15
SD-CSI-14054,15
SD-CSI-13313,22
SD-CSI-09960,18
SD-CSI-20588,20
SD-CSI-00082,30
SD-CSI-02753,15
SD-CSI-21547,18
SD-CSI-12950,18
SD-CSI-00749,30
SD-CSI-19736,15
SD-CSI-11374,30
SD-CSI-20599,30
SD-CSI-12066,17
SD-CSI-21478,18
SD-CSI-12111,14
SD-CSI-16983,18
SD-CSI-19992,30
SD-CSI-09143,17
SD-CSI-13647,18
SD-CSI-01658,21
SD-CSI-05622,28
SD-CSI-19509,18
SD-CSI-18138,20
SD-CSI-07567,15
SD-CSI-04206,21
SD-CSI-02763,18
SD-CSI-11383,22
SD-CSI-11944,20
SD-CSI-07932,22
SD-CSI-15576,25
SD-CSI-18692,18
SD-CSI-16280,18
SD-CSI-13670,17
SD-CSI-12501,15
SD-CSI-05624,22
SD-CSI-02954,30
SD-CSI-13677,30
SD-CSI-21484,20
SD-CSI-18758,18
SD-CSI-03414,18
SD-CSI-02465,17
SD-CSI-17697,30
SD-CSI-12720,18
SD-CSI-06510,17
SD-CSI-18715,15
SD-CSI-09107,30
SD-CSI-02792,18
SD-CSI-17031,20
SD-CSI-14584,19
SD-CSI-01686,25
SD-CSI-22420,15
SD-CSI-17739,20
SD-CSI-08351,20
SD-CSI-14896,19
SD-CSI-08363,18
SD-CSI-02157,18
SD-CSI-18495,18
SD-CSI-19080,14
SD-CSI-10720,16
SD-CSI-18491,33
SD-CSI-21094,20
SD-CSI-18759,18
SD-CSI-16457,20
SD-CSI-12872,22
SD-CSI-07648,22
SD-CSI-12329,23
SD-CSI-09361,22
SD-CSI-03332,23
SD-CSI-13234,23
SD-CSI-19578,17
SD-CSI-05196,20
SD-CSI-09812,18
SD-CSI-19579,22
SD-CSI-08587,18
SD-CSI-19104,23
SD-CSI-02425,19
SD-CSI-20018,12
SD-CSI-08552,18
SD-CSI-03336,32
SD-CSI-08878,19
SD-CSI-20912,21
SD-CSI-16155,7
SD-CSI-20200,15
SD-CSI-05219,15
SD-CSI-14673,18
SD-CSI-17472,20
SD-CSI-16533,21
SD-CSI-00362,17
SD-CSI-20033,24
SD-CSI-13050,19
SD-CSI-05229,18
SD-CSI-09383,18
SD-CSI-09176,14
SD-CSI-20748,18
SD-CSI-20919,15
SD-CSI-20721,30
SD-CSI-10328,12
SD-CSI-15331,30
SD-CSI-14705,20
SD-CSI-13607,12
SD-CSI-03800,15
SD-CSI-08905,20
SD-CSI-14746,23
SD-CSI-18375,17
SD-CSI-09411,18
SD-CSI-14727,18
SD-CSI-15735,17
SD-CSI-17703,18
SD-CSI-07017,5
SD-CSI-13903,17
SD-CSI-05496,18
SD-CSI-00325,17
SD-CSI-04682,22
SD-CSI-11729,19
SD-CSI-08934,18
SD-CSI-01468,18
SD-CSI-18281,18
SD-CSI-05725,9
SD-CSI-09195,17
SD-CSI-10407,15
SD-CSI-02862,19
SD-CSI-10730,23
SD-CSI-05727,21
SD-CSI-10731,27
SD-CSI-04913,17
SD-CSI-20799,20
SD-CSI-08561,34
SD-CSI-01784,23
SD-CSI-13929,17
SD-CSI-09884,17
SD-CSI-00170,30
SD-CSI-10934,7
SD-CSI-15378,18
SD-CSI-00981,15
SD-CSI-09203,17
SD-CSI-08145,17
SD-CSI-06619,30
SD-CSI-08422,18
SD-CSI-21669,17
SD-CSI-00005,30
SD-CSI-02838,18
SD-CSI-17842,30
SD-CSI-00553,18
SD-CSI-07089,30
SD-CSI-04886,20
SD-CSI-05044,19
SD-CSI-18297,18
SD-CSI-21735,18
SD-CSI-02274,30
SD-CSI-21864,18
SD-CSI-12357,19
SD-CSI-12566,17
SD-CSI-21931,18
SD-CSI-22002,18
SD-CSI-07066,15
SD-CSI-22199,20
SD-CSI-04070,16
SD-CSI-22156,30
SD-CSI-21000,28
SD-CSI-04387,14
SD-CSI-11829,15
SD-CSI-09217,16
SD-CSI-09511,11
SD-CSI-01999,18
SD-CSI-19964,18
SD-CSI-22330,11
SD-CSI-15429,20
SD-CSI-20837,18
SD-CSI-11687,18
SD-CSI-07771,19
SD-CSI-09857,12
SD-CSI-08183,10
SD-CSI-18542,18
SD-CSI-07777,19
SD-CSI-17271,15
SD-CSI-10993,18
SD-CSI-07776,11
SD-CSI-02689,20
SD-CSI-22342,25
SD-CSI-16809,23
SD-CSI-07423,12
SD-CSI-00552,30
SD-CSI-02336,14
SD-CSI-02330,14
SD-CSI-00192,18
SD-CSI-01589,18
SD-CSI-01662,18
SD-CSI-13632,16
SD-CSI-00803,33
SD-CSI-07436,10
SD-CSI-02692,15
SD-CSI-10520,30
SD-CSI-00136,30
SD-CSI-04420,18
SD-CSI-14964,19
SD-CSI-19252,30
SD-CSI-15831,18
SD-CSI-10757,20
SD-CSI-07101,18
SD-CSI-19592,12
SD-CSI-18018,30
SD-CSI-10130,23
SD-CSI-11756,20
SD-CSI-14441,26
SD-CSI-12764,30
SD-CSI-02910,23
SD-CSI-18054,20
SD-CSI-03887,5
SD-CSI-18535,15
SD-CSI-01113,18
SD-CSI-05015,17
SD-CSI-16768,18
SD-CSI-00880,22
SD-CSI-18037,17
SD-CSI-18319,18
SD-CSI-06817,10
SD-CSI-09259,14
SD-CSI-04447,24
SD-CSI-20508,30
SD-CSI-11695,10
SD-CSI-19975,18
SD-CSI-13791,30
SD-CSI-08637,18
SD-CSI-02505,20
SD-CSI-19442,18
SD-CSI-11196,15
SD-CSI-03188,18
SD-CSI-07831,25
SD-CSI-14009,17
SD-CSI-18363,30
SD-CSI-09470,30
SD-CSI-11759,12
SD-CSI-12088,18
SD-CSI-00572,30
SD-CSI-18603,17
SD-CSI-17611,4
SD-CSI-11195,18
SD-CSI-10166,21
SD-CSI-17335,20
SD-CSI-01118,14
SD-CSI-00574,17
SD-CSI-11350,18
SD-CSI-21540,18
SD-CSI-16885,13
SD-CSI-01366,5
SD-CSI-03466,0
SD-CSI-15190,14
SD-CSI-18062,18
SD-CSI-22313,30
SD-CSI-14817,22
SD-CSI-00835,30
SD-CSI-12963,18
SD-CSI-14329,18
SD-CSI-08257,5
SD-CSI-18405,14
SD-CSI-01575,20
SD-CSI-08749,10
SD-CSI-14255,17
SD-CSI-09961,18
SD-CSI-08715,21
SD-CSI-10809,15
SD-CSI-16717,18
SD-CSI-17016,20
SD-CSI-07590,18
SD-CSI-05995,18
SD-CSI-20869,18
SD-CSI-00705,12
SD-CSI-11765,16
SD-CSI-10350,19
SD-CSI-01248,18
SD-CSI-00591,30
SD-CSI-04399,22
SD-CSI-19903,15
SD-CSI-01746,18
SD-CSI-16923,10
SD-CSI-07177,18
SD-CSI-14468,30
SD-CSI-04434,23
SD-CSI-03164,20
SD-CSI-15533,14
SD-CSI-11608,30
SD-CSI-19892,25
SD-CSI-07511,18
SD-CSI-11924,6
SD-CSI-12967,30
SD-CSI-09665,11
SD-CSI-09071,21
SD-CSI-12307,18
SD-CSI-13146,13
SD-CSI-14057,17
SD-CSI-16935,15
SD-CSI-08400,18
SD-CSI-01654,24
SD-CSI-07893,18
SD-CSI-09310,5
SD-CSI-07543,22
SD-CSI-14048,15
SD-CSI-03301,15
SD-CSI-12796,18
SD-CSI-21268,17
SD-CSI-16223,18
SD-CSI-10571,20
SD-CSI-07074,13
SD-CSI-03959,17
SD-CSI-01970,20
SD-CSI-03851,9
SD-CSI-13560,18
SD-CSI-11050,15
SD-CSI-15531,20
SD-CSI-06082,15
SD-CSI-12595,18
SD-CSI-10811,20
SD-CSI-04191,17
SD-CSI-16622,18
SD-CSI-03927,19
SD-CSI-12503,20
SD-CSI-19207,18
SD-CSI-12108,5
SD-CSI-19737,20
SD-CSI-11056,15
SD-CSI-05796,27
SD-CSI-09506,30
SD-CSI-06906,8
SD-CSI-13845,18
SD-CSI-09321,18
SD-CSI-15909,14
SD-CSI-05391,18
SD-CSI-21284,22
SD-CSI-16635,18
SD-CSI-12412,25
SD-CSI-19506,21
SD-CSI-06070,18
SD-CSI-17888,20
SD-CSI-15115,16
SD-CSI-01750,10
SD-CSI-06073,17
SD-CSI-00267,30
SD-CSI-01413,30
SD-CSI-19036,30
SD-CSI-00611,30
SD-CSI-18695,14
SD-CSI-02770,24
SD-CSI-04210,26
SD-CSI-07944,3
SD-CSI-02778,45
SD-CSI-19039,30
SD-CSI-03953,15
SD-CSI-02121,18
SD-CSI-14547,18
SD-CSI-01022,16
SD-CSI-01548,24
SD-CSI-03508,12
SD-CSI-02794,23
SD-CSI-20164,30
SD-CSI-09105,19
SD-CSI-15957,14
SD-CSI-16936,13
SD-CSI-17450,18
SD-CSI-15927,24
SD-CSI-03270,26
SD-CSI-07965,18
SD-CSI-04870,22
SD-CSI-07964,20
SD-CSI-17423,3
SD-CSI-02134,22
SD-CSI-08814,18
SD-CSI-15606,20
SD-CSI-03982,16
SD-CSI-08537,18
SD-CSI-09480,30
SD-CSI-09114,11
SD-CSI-11085,23
SD-CSI-09601,15
SD-CSI-08821,18
SD-CSI-19548,14
SD-CSI-18732,18
SD-CSI-06512,30
SD-CSI-15620,17
SD-CSI-13200,18
SD-CSI-07979,9
SD-CSI-18178,13
SD-CSI-20301,21
SD-CSI-18738,19
SD-CSI-14598,23
SD-CSI-17944,25
SD-CSI-12923,20
SD-CSI-19866,18
SD-CSI-16525,19
SD-CSI-09731,19
SD-CSI-11792,22
SD-CSI-20176,30
SD-CSI-07991,10
SD-CSI-00287,30
SD-CSI-00110,30
SD-CSI-09733,19
SD-CSI-02155,22
SD-CSI-01437,22
SD-CSI-15282,23
SD-CSI-02184,18
SD-CSI-20184,18
SD-CSI-04591,26
SD-CSI-19583,5
SD-CSI-15647,14
SD-CSI-04590,17
SD-CSI-05179,26
SD-CSI-01695,18
SD-CSI-17119,15
SD-CSI-02819,16
SD-CSI-07277,33
SD-CSI-13330,23
SD-CSI-02003,16
SD-CSI-13438,14
SD-CSI-15958,18
SD-CSI-21518,18
SD-CSI-07267,18
SD-CSI-10026,20
SD-CSI-04035,18
SD-CSI-10732,10
SD-CSI-12423,19
SD-CSI-02826,17
SD-CSI-04245,10
SD-CSI-02416,17
SD-CSI-08021,19
SD-CSI-12678,14
SD-CSI-10884,17
SD-CSI-02837,20
SD-CSI-14681,22
SD-CSI-21498,18
SD-CSI-00438,30
SD-CSI-07656,18
SD-CSI-15674,18
SD-CSI-20016,16
SD-CSI-21490,17
SD-CSI-10333,20
SD-CSI-10346,18
SD-CSI-13900,11
SD-CSI-14669,18
SD-CSI-12700,18
SD-CSI-15683,17
SD-CSI-02610,22
SD-CSI-14282,17
SD-CSI-17110,24
SD-CSI-21506,18
SD-CSI-21317,7
SD-CSI-04257,20
SD-CSI-17692,3
SD-CSI-18419,17
SD-CSI-19100,10
SD-CSI-01466,10
SD-CSI-20250,22
SD-CSI-03198,15
SD-CSI-01799,14
SD-CSI-13030,20
SD-CSI-09390,19
SD-CSI-20920,20
SD-CSI-05244,15
SD-CSI-16542,18
SD-CSI-16385,5
SD-CSI-16002,10
SD-CSI-07665,20
SD-CSI-10397,18
SD-CSI-01239,19
SD-CSI-18484,17
SD-CSI-04057,19
SD-CSI-16551,22
SD-CSI-05703,18
SD-CSI-09441,17
SD-CSI-22271,15
SD-CSI-03244,15
SD-CSI-08426,20
SD-CSI-03847,12
SD-CSI-00461,30
SD-CSI-08097,17
SD-CSI-07015,10
SD-CSI-19241,12
SD-CSI-16400,20
SD-CSI-05713,30
SD-CSI-16397,19
SD-CSI-02855,17
SD-CSI-11127,25
SD-CSI-00324,17
SD-CSI-10644,17
SD-CSI-20776,20
SD-CSI-04668,18
SD-CSI-15740,18
SD-CSI-01092,2
SD-CSI-17560,10
SD-CSI-00344,18
SD-CSI-12277,18
SD-CSI-20601,18
SD-CSI-17198,18
SD-CSI-04695,15
SD-CSI-08456,20
SD-CSI-15770,17
SD-CSI-03810,30
SD-CSI-21347,34
SD-CSI-02219,20
SD-CSI-13487,18
SD-CSI-00314,20
SD-CSI-00352,19
SD-CSI-10936,10
SD-CSI-20245,18
SD-CSI-14307,23
SD-CSI-20027,18
SD-CSI-09883,16
SD-CSI-08151,18
SD-CSI-14202,10
SD-CSI-22213,20
SD-CSI-17921,22
SD-CSI-21719,18
SD-CSI-10110,18
SD-CSI-21760,30
SD-CSI-14175,20
SD-CSI-21870,20
SD-CSI-13685,21
SD-CSI-22005,18
SD-CSI-19309,17
SD-CSI-22087,18
SD-CSI-13962,16
SD-CSI-10099,15
SD-CSI-04876,10
SD-CSI-16063,18
SD-CSI-20266,22
SD-CSI-21258,16
SD-CSI-21553,18
SD-CSI-21360,30
SD-CSI-17796,30
SD-CSI-15823,15
SD-CSI-16730,16
SD-CSI-07125,30
SD-CSI-02318,12
SD-CSI-19667,18
SD-CSI-19310,19
SD-CSI-15430,24
SD-CSI-15101,17
SD-CSI-07801,20
SD-CSI-11026,15
SD-CSI-09939,19
SD-CSI-10145,14
SD-CSI-12529,5
SD-CSI-13434,18
SD-CSI-14399,18
SD-CSI-16160,22
SD-CSI-04761,30
SD-CSI-17526,30
SD-CSI-14417,16
SD-CSI-03469,9
SD-CSI-05576,22
SD-CSI-14956,18
SD-CSI-13816,12
SD-CSI-14341,10
SD-CSI-02063,22
SD-CSI-18981,15
SD-CSI-05596,19
SD-CSI-16612,18
SD-CSI-21592,17
SD-CSI-03476,16
SD-CSI-10559,16
SD-CSI-04174,11
SD-CSI-13407,20
SD-CSI-08524,20
SD-CSI-16958,11
SD-CSI-09579,20
SD-CSI-17782,18
SD-CSI-03640,12
SD-CSI-21390,14
SD-CSI-14247,18
SD-CSI-15196,18
SD-CSI-07954,18
SD-CSI-20154,18
SD-CSI-09103,12
SD-CSI-05094,15
SD-CSI-20638,30
SD-CSI-17381,15
SD-CSI-14065,18
SD-CSI-21061,12
SD-CSI-18680,18
SD-CSI-16796,18
SD-CSI-07922,20
SD-CSI-21190,14
SD-CSI-04208,15
SD-CSI-16272,6
SD-CSI-20257,30
SD-CSI-21632,25
SD-CSI-11943,3
SD-CSI-10227,18
SD-CSI-13678,19
SD-CSI-15003,18
SD-CSI-21649,18
SD-CSI-08576,18
SD-CSI-10280,25
SD-CSI-10470,17
SD-CSI-03360,11
SD-CSI-05159,27
SD-CSI-03683,23
SD-CSI-06949,15
SD-CSI-07626,19
SD-CSI-19783,18
SD-CSI-14787,27
SD-CSI-22389,30
SD-CSI-05680,18
SD-CSI-10314,18
SD-CSI-04030,20
SD-CSI-09848,12
SD-CSI-06331,20
SD-CSI-06322,13
SD-CSI-15676,19
SD-CSI-20704,15
SD-CSI-14660,18
SD-CSI-12890,11
SD-CSI-15693,10
SD-CSI-16365,17
SD-CSI-05692,18
SD-CSI-12691,18
SD-CSI-15708,18
SD-CSI-01652,15
SD-CSI-06174,18
SD-CSI-09518,13
SD-CSI-14295,17
SD-CSI-03250,9
SD-CSI-08092,17
SD-CSI-05864,34
SD-CSI-06592,10
SD-CSI-15351,16
SD-CSI-12031,17
SD-CSI-07044,18
SD-CSI-15373,14
SD-CSI-12536,20
SD-CSI-13565,14
SD-CSI-16443,18
SD-CSI-21018,16
SD-CSI-17558,27
SD-CSI-10418,18
SD-CSI-04847,19
SD-CSI-21696,14
SD-CSI-20957,5
SD-CSI-21788,24
SD-CSI-20980,27
SD-CSI-21975,18
SD-CSI-04775,18
SD-CSI-11258,11
SD-CSI-22474,30
SD-CSI-13047,18
SD-CSI-09543,15
SD-CSI-17644,10
SD-CSI-11852,14
SD-CSI-01333,14
SD-CSI-17279,23
SD-CSI-21336,30
SD-CSI-07792,22
SD-CSI-12185,17
SD-CSI-14223,18
SD-CSI-20492,30
SD-CSI-17996,18
SD-CSI-14821,18
SD-CSI-15275,21
SD-CSI-03638,17
SD-CSI-11583,22
SD-CSI-22388,20
SD-CSI-20093,17
SD-CSI-15147,24
SD-CSI-21228,20
SD-CSI-07509,23
SD-CSI-04479,18
SD-CSI-13654,15
SD-CSI-00365,18
SD-CSI-12196,24
SD-CSI-19693,16
SD-CSI-12100,15
SD-CSI-13140,18
SD-CSI-06695,17
SD-CSI-20585,18
SD-CSI-19013,22
SD-CSI-21278,20
SD-CSI-15548,16
SD-CSI-11372,30
SD-CSI-11490,18
SD-CSI-06902,15
SD-CSI-16251,23
SD-CSI-04532,18
SD-CSI-15570,30
SD-CSI-12655,18
SD-CSI-10239,17
SD-CSI-14879,17
SD-CSI-17419,5
SD-CSI-08543,19
SD-CSI-04398,18
SD-CSI-09839,19
SD-CSI-15040,14
SD-CSI-06088,22
SD-CSI-19539,18
SD-CSI-06304,15
SD-CSI-15949,26
SD-CSI-13968,25
SD-CSI-17437,16
SD-CSI-03327,20
SD-CSI-10303,18
SD-CSI-21513,10
SD-CSI-05171,18
SD-CSI-12131,17
SD-CSI-05181,18
SD-CSI-05828,22
SD-CSI-08403,23
SD-CSI-12001,23
SD-CSI-13013,17
SD-CSI-05842,20
SD-CSI-12156,28
SD-CSI-21236,18
SD-CSI-14698,16
SD-CSI-16369,18
SD-CSI-11560,28
SD-CSI-14678,25
SD-CSI-11279,18
SD-CSI-11115,17
SD-CSI-05266,22
SD-CSI-08423,22
SD-CSI-14152,18
SD-CSI-00455,17
SD-CSI-12172,15
SD-CSI-19841,18
SD-CSI-11143,20
SD-CSI-18292,27
SD-CSI-16655,17
SD-CSI-02646,19
SD-CSI-11833,30
SD-CSI-20246,30
SD-CSI-11296,22
SD-CSI-14201,12
SD-CSI-09442,30
SD-CSI-03389,27
SD-CSI-04198,8
SD-CSI-18532,15
SD-CSI-22262,5
SD-CSI-06034,7
SD-CSI-20956,5
SD-CSI-16835,15
SD-CSI-13375,20
SD-CSI-13942,18
SD-CSI-08677,10
SD-CSI-11190,12
SD-CSI-07467,19
SD-CSI-22387,30
SD-CSI-05882,0
SD-CSI-02511,19
SD-CSI-10695,15
SD-CSI-08468,16
SD-CSI-17753,12
SD-CSI-00676,16
SD-CSI-00720,30
SD-CSI-01751,15
SD-CSI-07951,15
