,variable,value,lat,log
700,apr,6.1,37.9916,-121.8021
701,apr,5.98,38.403,-122.3623
702,apr,6.02,38.7892,-121.2382
703,apr,6.14,38.5374,-121.9776
704,apr,5.84,34.1192,-117.8548
705,apr,6.0,37.3695,-121.8208
706,apr,6.06,37.4517,-122.1839
707,apr,6.34,36.6136,-119.5287
708,apr,7.13,34.4876,-117.8988
709,apr,6.02,37.7142,-121.9257
710,apr,6.04,39.6053,-122.0323
711,apr,6.24,37.4699,-120.6761
712,apr,6.11,39.4998,-122.2077
713,apr,5.96,36.9761,-121.9532
714,apr,6.47,32.5563,-117.0506
715,apr,6.13,37.4992,-122.2665
716,apr,6.43,36.7226,-120.1008
717,apr,6.38,33.9136,-117.4605
718,apr,5.68,37.4758,-122.4432
719,apr,6.29,36.8256,-119.7636
720,apr,5.97,37.0079,-121.9507
721,apr,6.43,34.2188,-118.9921
722,apr,6.07,37.6578,-121.7301
723,apr,6.29,37.3226,-120.883
724,apr,6.01,37.3305,-121.7914
725,apr,6.17,37.9265,-122.3408
726,apr,6.45,33.9585,-118.31
727,apr,6.46,33.8993,-118.319
728,apr,6.5,33.6956,-117.8059
729,apr,6.3,32.9736,-117.037
730,apr,6.0,37.3339,-121.8915
731,apr,6.2,34.073,-118.1462
732,apr,5.96,37.2705,-122.023
733,apr,6.5,35.3408,-119.065
734,apr,7.06,33.7013,-116.3415
735,apr,6.03,39.721,-121.8189
736,apr,5.97,34.2112,-118.1978
737,apr,6.36,36.3879,-119.2191
738,apr,6.01,37.3537,-122.0872
739,apr,6.45,33.9342,-118.3325
740,apr,6.26,36.4311,-119.1064
741,apr,6.33,32.7325,-116.9509
742,apr,5.95,34.1408,-118.0018
743,apr,6.03,39.760999999999996,-122.21799999999999
744,apr,6.11,38.0982,-122.5981
745,apr,5.84,34.1033,-117.8181
746,apr,6.4,33.7417,-117.8213
747,apr,6.11,37.9816,-122.5688
748,apr,6.34,33.841,-118.0097
749,apr,5.95,40.1838,-122.2407
750,apr,6.07,38.7688,-121.3363
751,apr,6.36,32.785,-117.0186
752,apr,5.98,37.8117,-121.9865
753,apr,6.11,37.6356,-122.1042
754,apr,6.37,34.4248,-118.4451
755,apr,6.49,32.6088,-117.0607
756,apr,6.16,38.0355,-121.3438
757,apr,6.3,33.8911,-117.2726
758,apr,6.38,33.9263,-117.4094
759,apr,6.4,34.0149,-118.4922
760,apr,5.47,37.4057,-119.5675
761,apr,6.29,33.8395,-117.5358
762,apr,6.25,37.2454,-120.2712
763,apr,6.35,33.6759,-117.3495
764,apr,6.0,37.0887,-121.6005
765,apr,6.2,33.8198,-117.1178
766,apr,6.97,33.7987,-116.5189
767,apr,6.41,34.1435,-118.8561
768,apr,6.11,37.9362,-122.5355
769,apr,6.0,37.8798,-122.0714
770,apr,6.1,34.1205,-117.3176
771,apr,6.17,37.9178,-122.3043
772,apr,6.46,35.8181,-120.6364
773,apr,6.3,36.6087,-119.4376
774,apr,6.31,33.8743,-117.9637
775,apr,6.11,37.8437,-122.2437
776,apr,6.39,35.1197,-120.5512
777,apr,6.54,33.7869,-117.9822
778,apr,6.11,37.8124,-122.242
779,apr,6.25,33.8233,-118.1133
780,apr,6.34,33.8175,-118.0399
781,apr,6.37,33.9107,-118.2362
782,apr,6.0,37.3057,-121.8114
783,apr,6.11,37.8625,-122.2758
784,apr,6.36,32.7944,-117.0722
785,apr,6.0,37.8567,-122.0249
786,apr,5.97,38.7256,-123.4762
787,apr,7.1,34.5967,-117.8447
788,apr,6.06,37.311,-121.9616
789,apr,6.42,33.6596,-117.7395
790,apr,6.46,33.8108,-118.351
791,apr,5.99,33.6392,-117.5852
792,apr,6.15,37.754,-122.1897
793,apr,6.81,34.4972,-118.1895
794,aug,7.46,34.7289,-118.3268
795,aug,7.21,36.7586,-119.8102
796,aug,6.91,33.0224,-117.1069
797,aug,5.38,37.9077,-122.70200000000001
798,aug,7.35,34.448,-117.1922
799,aug,6.93,33.5708,-117.6346
800,aug,7.31,35.1628,-119.4303
801,aug,7.33,34.1982,-117.3583
802,aug,7.08,32.7991,-116.9733
803,aug,6.99,34.066,-118.3827
804,aug,7.28,33.9228,-117.1684
805,aug,7.07,37.9321,-121.7038
806,aug,6.87,37.9501,-122.5428
807,aug,6.95,33.9246,-118.2019
808,aug,7.15,38.0185,-121.0567
809,aug,7.2,37.5523,-120.7846
810,aug,6.9,33.7873,-117.8749
811,aug,7.2,35.775,-119.2337
812,aug,6.96,33.9423,-118.12899999999999
813,aug,6.41,37.8946,-122.2792
814,aug,6.97,33.7927,-117.7998
815,aug,7.17,38.3461,-120.9452
816,aug,7.02,32.9989,-117.0705
817,aug,7.23,34.4934,-117.7744
818,aug,6.92,38.3679,-122.5247
819,aug,6.89,33.8238,-118.2668
820,aug,7.41,34.9562,-117.2199
821,aug,7.26,34.117,-117.771
822,aug,6.95,33.9292,-118.009
823,aug,7.19,33.5712,-117.1536
824,aug,7.45,34.6061,-118.185
825,aug,5.11,37.6826,-122.4821
826,aug,7.25,34.457,-119.2531
827,aug,7.08,37.3485,-121.8863
828,aug,5.11,37.6992,-122.4504
829,aug,7.29,35.4749,-120.676
830,aug,7.22,41.1144,-121.33200000000001
831,aug,7.21,36.5668,-119.62200000000001
832,aug,7.0,38.4141,-122.5467
833,aug,6.99,32.7603,-117.0703
834,aug,6.87,37.9724,-122.5148
835,aug,6.89,32.6709,-117.0927
836,aug,7.27,34.2793,-118.6961
837,aug,7.06,34.0142,-118.1136
838,aug,6.9,33.2409,-117.2985
839,aug,7.21,34.2929,-118.8713
840,aug,6.98,33.8127,-117.8162
841,aug,7.26,38.7911,-122.6107
842,aug,6.55,33.6735,-118.0024
843,aug,7.09,37.3802,-122.0879
844,aug,7.23,36.7285,-119.5357
845,aug,7.28,33.958,-117.2483
846,aug,7.28,35.8016,-119.117
847,aug,7.11,40.6414,-122.3421
848,aug,6.66,33.769,-118.1923
849,aug,7.14,37.2788,-121.9545
850,aug,6.95,33.9729,-118.2488
851,aug,6.72,38.3472,-122.6954
852,aug,7.04,37.4449,-122.2625
853,aug,6.84,38.4959,-122.9064
854,aug,6.08,36.9707,-121.9909
855,aug,7.16,37.8169,-121.2854
856,aug,7.5,34.2563,-117.1913
857,aug,6.98,33.8318,-117.8474
858,aug,5.23,38.2459,-122.9064
859,aug,6.99,33.1449,-117.1713
860,aug,6.16,32.8388,-117.2616
861,aug,6.91,34.0093,-118.4729
862,aug,7.12,36.9915,-119.9873
863,aug,7.13,37.2136,-121.8567
864,aug,7.18,38.1456,-120.8573
865,aug,7.27,33.6929,-117.2504
866,aug,7.13,39.4135,-121.7116
867,aug,7.04,36.8622,-121.3801
868,aug,7.23,36.7532,-119.697
869,aug,7.18,37.7823,-121.2358
870,aug,7.2,34.0018,-117.5276
871,aug,7.33,35.3248,-118.9633
872,aug,7.16,37.8128,-121.2142
873,aug,7.17,37.0484,-120.8698
874,aug,7.48,35.1327,-118.5078
875,aug,6.69,37.5516,-122.3277
876,aug,6.96,38.3372,-122.3003
877,aug,7.46,34.6919,-117.9776
878,aug,7.21,36.8401,-119.6611
879,aug,7.16,34.1341,-118.0266
880,aug,6.81,38.4382,-122.6742
881,aug,7.21,34.1395,-118.7607
882,aug,6.24,32.9975,-117.2609
883,aug,7.16,34.1725,-116.8759
884,aug,6.22,33.0165,-117.2026
885,aug,7.13,39.4965,-121.7471
886,aug,6.96,32.6381,-116.9519
887,aug,7.19,37.7978,-121.0018
888,aug,6.81,38.4606,-122.6422
889,aug,7.24,36.7673,-119.765
890,aug,7.25,40.5049,-121.835
891,aug,7.36,34.1317,-117.5924
892,aug,7.13,33.2617,-117.0103
893,aug,7.06,32.8468,-116.9898
894,aug,7.21,38.8803,-120.9743
895,aug,7.25,34.1335,-118.6646
896,aug,5.23,40.7937,-124.161
897,aug,7.08,39.5586,-121.5892
898,aug,7.11,38.5922,-121.52799999999999
899,aug,7.17,37.4775,-121.1456
900,aug,7.22,36.8,-120.58
901,aug,7.24,37.4322,-120.0968
902,aug,7.06,39.0899,-121.5505
903,aug,6.81,37.6337,-122.061
904,aug,7.16,33.9523,-116.508
905,aug,7.15,39.9183,-122.2139
906,aug,7.06,33.8832,-117.7386
907,aug,7.12,32.6643,-116.4651
908,aug,7.21,36.4177,-119.0046
909,aug,7.16,38.0042,-121.3237
910,aug,7.13,39.1141,-121.6196
911,aug,7.14,38.5493,-121.7365
912,aug,7.19,32.8904,-116.6246
913,aug,6.66,33.7761,-118.1185
914,aug,7.25,37.9952,-120.3437
915,aug,7.2,33.9988,-117.447
916,aug,5.15,37.7487,-122.4155
917,aug,7.18,36.8415,-119.7983
918,aug,7.13,39.4422,-121.9522
919,aug,7.2,37.2974,-120.3229
920,aug,6.97,33.6402,-117.6911
921,aug,7.27,35.949,-119.0374
922,aug,7.06,37.317,-121.9356
923,aug,7.24,34.0889,-117.4521
924,aug,7.45,34.6987,-118.1501
925,aug,6.95,33.9783,-118.0678
926,aug,6.89,33.8933,-118.204
927,aug,6.48,36.9229,-121.7722
928,aug,6.99,32.707,-117.0542
929,aug,6.69,33.8288,-118.3832
930,aug,6.51,37.7997,-122.2121
931,aug,7.23,36.351,-119.3366
932,aug,7.21,34.6269,-120.0661
933,aug,7.22,36.6265,-119.6753
934,aug,6.99,33.122,-117.156
935,aug,7.14,38.2002,-121.2351
936,aug,7.14,39.2521,-121.6944
937,aug,7.14,38.5463,-121.6868
938,aug,7.45,34.5612,-118.0375
939,aug,7.05,37.8477,-121.6081
940,aug,7.09,37.3501,-122.036
941,aug,6.66,37.8394,-122.1243
942,aug,7.22,34.0704,-117.6994
943,aug,7.04,37.9541,-122.0251
944,aug,6.89,33.8574,-118.2563
945,aug,6.41,37.865,-122.2859
946,aug,6.64,34.4437,-119.9421
947,aug,7.37,34.3847,-118.587
948,aug,6.91,37.0577,-122.0597
949,aug,6.88,33.8672,-118.0806
950,aug,7.23,38.6412,-120.9711
951,aug,6.9,33.8882,-118.1276
952,aug,7.09,37.4365,-121.8944
953,aug,7.04,37.4835,-122.2144
954,aug,6.69,37.5704,-122.3204
955,aug,7.12,38.8323,-121.5166
956,aug,7.18,33.6965,-117.3247
957,aug,6.69,33.7593,-118.0824
958,aug,7.13,34.0636,-117.8974
959,aug,5.15,37.7723,-122.4109
960,aug,6.16,32.8564,-117.2114
961,aug,6.95,33.9336,-118.0682
962,aug,6.78,37.5922,-122.0458
963,aug,6.77,32.7623,-117.1225
964,aug,6.74,38.4805,-122.7498
965,aug,6.71,37.6785,-122.132
966,aug,7.14,37.2995,-121.7545
967,aug,6.51,37.7932,-122.2435
968,aug,6.97,33.6113,-117.6668
969,aug,6.58,32.6974,-117.12
970,aug,6.78,37.5543,-122.2703
971,aug,7.25,36.0594,-119.3203
972,aug,7.24,35.8349,-120.9809
973,aug,7.22,38.8573,-122.2149
974,aug,6.89,33.8334,-118.292
975,aug,6.59,37.79,-122.1861
976,aug,7.17,37.9548,-121.3073
977,aug,6.16,36.9806,-122.046
978,aug,7.04,37.4586,-122.2001
979,aug,7.16,39.7935,-121.8795
980,aug,7.08,37.3296,-121.8336
981,aug,6.83,33.6348,-117.8745
982,aug,6.8,38.2912,-122.2867
983,aug,6.51,33.9764,-118.4546
984,aug,7.06,32.8738,-116.9048
985,aug,7.23,35.605,-119.3714
986,aug,7.11,37.5398,-121.24700000000001
987,aug,6.49,36.6659,-121.655
988,aug,7.16,37.4002,-120.6109
989,aug,7.06,34.0006,-117.9694
990,aug,6.96,32.6425,-116.9897
991,aug,7.43,34.5596,-117.3577
992,aug,6.59,37.7034,-122.12799999999999
993,aug,6.95,33.9784,-118.2177
994,aug,6.99,34.0216,-118.3917
995,aug,7.24,34.0641,-117.3943
996,aug,6.81,37.6744,-122.0888
997,aug,6.65,38.0505,-122.6787
998,aug,6.92,34.8745,-120.4281
999,aug,6.97,33.7149,-117.7633
1000,aug,6.87,37.9242,-122.516
1001,aug,6.89,32.6387,-117.0669
1002,aug,6.9,33.2133,-117.2147
1003,aug,7.25,35.4905,-119.2649
1004,aug,7.03,33.7629,-116.4225
1005,aug,7.35,34.1272,-117.2007
1006,aug,6.95,37.515,-121.9292
1007,aug,7.51,35.5992,-117.6806
1008,aug,7.35,34.4812,-118.4282
1009,aug,7.15,38.6843,-121.0688
1010,aug,7.14,38.4272,-121.8135
1011,aug,7.23,36.0853,-119.5548
1012,aug,7.27,38.1461,-120.4546
1013,aug,6.88,32.9143,-117.1412
1014,aug,6.93,37.4068,-122.0746
1015,aug,6.81,32.5744,-117.0563
1016,aug,7.25,40.8762,-121.8898
1017,aug,7.08,32.7887,-116.9049
1018,aug,7.33,35.3871,-118.9865
1019,aug,7.23,36.6586,-119.741
1020,aug,6.75,33.1954,-117.2823
1021,aug,7.13,37.2951,-121.8965
1022,aug,6.88,34.0511,-118.8077
1023,aug,7.01,37.9989,-122.115
1024,aug,6.69,33.794000000000004,-118.0722
1025,aug,5.32,37.8981,-122.5413
1026,aug,7.07,32.8228,-117.0984
1027,aug,6.04,36.7097,-121.64
1028,aug,5.11,37.6007,-122.4013
1029,aug,7.09,37.3783,-122.024
1030,aug,6.69,33.8712,-118.3718
1031,aug,7.19,34.1014,-118.5993
1032,aug,6.69,37.5749,-122.3633
1033,aug,7.16,36.202,-119.0859
1034,aug,7.16,34.1016,-118.0561
1035,aug,7.06,34.0469,-117.9846
1036,aug,6.63,33.5815,-117.7247
1037,aug,6.91,32.8239,-117.1997
1038,aug,7.04,37.9517,-122.0732
1039,aug,6.91,32.8038,-117.1359
1040,aug,6.86,37.4125,-121.9446
1041,aug,7.2,33.0358,-116.8513
1042,aug,7.16,38.0389,-121.2421
1043,aug,7.12,34.1394,-118.3503
1044,aug,6.81,38.4576,-122.6932
1045,aug,7.52,34.6767,-118.4559
1046,aug,7.37,34.3778,-118.5149
1047,aug,7.3,38.5276,-120.6929
1048,aug,7.33,34.1386,-117.6636
1049,aug,6.88,32.961,-117.1251
1050,aug,7.09,33.8808,-117.5407
1051,aug,6.93,33.8757,-117.994
1052,aug,6.78,37.5167,-122.2903
1053,aug,7.5,35.0444,-117.8578
1054,aug,5.76,39.437,-123.7609
1055,aug,7.08,37.3735,-121.8578
1056,aug,6.89,33.8906,-118.2367
1057,aug,7.16,38.0049,-121.4002
1058,aug,7.24,36.538000000000004,-119.3889
1059,aug,7.17,38.9029,-121.29799999999999
1060,aug,7.22,34.265,-118.7718
1061,aug,7.03,32.6722,-116.315
1062,aug,7.27,36.1419,-119.0941
1063,aug,7.4,36.0154,-121.2484
1064,aug,6.66,33.781,-118.19200000000001
1065,aug,6.9,33.7851,-117.8457
1066,aug,7.07,37.9921,-121.7133
1067,aug,7.07,37.9235,-121.9117
1068,aug,7.38,34.4535,-117.5339
1069,aug,7.15,37.3802,-120.7261
1070,aug,7.07,38.2696,-122.037
1071,aug,7.13,37.2693,-121.8494
1072,aug,7.26,35.2628,-116.6945
1073,aug,6.91,34.0322,-118.4902
1074,aug,7.16,34.1511,-118.0897
1075,aug,6.69,33.8288,-118.3137
1076,aug,7.38,34.5333,-117.949
1077,aug,7.09,39.2833,-122.2021
1078,aug,6.99,32.7618,-117.0127
1079,aug,7.19,33.5277,-117.1206
1080,aug,7.35,34.107,-117.2975
1081,aug,7.13,37.2576,-121.8907
1082,aug,7.14,37.2412,-121.9534
1083,aug,6.38,33.889,-118.4053
1084,aug,7.46,34.4895,-117.3532
1085,aug,6.51,33.9213,-118.4084
1086,aug,7.34,34.1251,-117.4582
1087,aug,6.91,34.045,-118.4453
1088,aug,7.21,33.6532,-117.0799
1089,aug,7.12,38.8512,-121.7335
1090,aug,6.77,32.7736,-117.1379
1091,aug,5.27,36.6158,-121.8346
1092,aug,7.23,38.9768,-121.0914
1093,aug,6.95,33.9021,-118.0097
1094,aug,6.79,34.4435,-119.803
1095,aug,6.84,33.7514,-117.9939
1096,aug,7.02,32.918,-117.0844
1097,aug,6.98,33.8881,-117.8041
1098,aug,7.12,38.818000000000005,-121.2631
1099,aug,6.98,33.8116,-117.8292
1100,aug,7.23,36.691,-119.8332
1101,aug,6.41,37.8064,-122.289
1102,aug,6.87,38.1171,-122.5632
1103,aug,7.3,33.9453,-116.9759
1104,aug,6.9,33.7191,-117.8714
1105,aug,7.33,34.1017,-117.6578
1106,aug,7.21,38.9562,-122.6352
1107,aug,7.1,32.7182,-116.8261
1108,aug,7.18,35.2005,-119.17399999999999
1109,aug,7.14,37.2322,-121.7909
1110,aug,7.06,34.4022,-119.5231
1111,aug,7.48,35.1393,-117.9147
1112,aug,7.22,34.0576,-117.6656
1113,aug,7.16,33.486,-116.82
1114,aug,7.07,37.9578,-121.9771
1115,aug,6.78,34.9563,-120.4524
1116,aug,6.82,34.4396,-119.7679
1117,aug,6.63,33.5353,-117.7719
1118,aug,7.36,34.1278,-117.5246
1119,aug,7.14,37.2896,-121.9831
1120,aug,6.16,32.9,-117.2072
1121,aug,6.94,38.019,-122.5459
1122,aug,7.26,33.3119,-116.965
1123,aug,7.17,36.5235,-120.3843
1124,aug,7.01,33.7157,-116.385
1125,aug,6.62,34.9589,-120.5801
1126,aug,6.69,33.7252,-118.0051
1127,aug,7.18,36.8656,-119.7592
1128,aug,7.3,34.0807,-117.2736
1129,aug,7.17,37.9594,-120.8233
1130,aug,7.26,36.2015,-119.3499
1131,aug,6.99,38.5097,-123.0008
1132,aug,7.14,37.2567,-121.9231
1133,aug,7.14,38.9716,-122.0272
1134,aug,6.83,33.6804,-117.8259
1135,aug,6.66,37.8957,-122.1179
1136,aug,6.91,33.0879,-117.1156
1137,aug,6.88,38.6141,-122.8763
1138,aug,7.33,39.2994,-120.9514
1139,aug,6.56,37.9726,-122.3387
1140,aug,5.89,35.3132,-120.8347
1141,aug,6.87,38.0718,-122.1552
1142,aug,7.28,39.1326,-121.0981
1143,aug,7.11,38.344,-121.9533
1144,aug,6.93,36.5182,-121.4256
1145,aug,6.04,36.7541,-121.6647
1146,aug,7.33,38.6077,-120.5937
1147,aug,7.19,34.0652,-117.7793
1148,aug,7.26,35.4875,-119.009
1149,aug,7.1,37.2822,-118.3872
1150,aug,7.16,37.8827,-121.2798
1151,aug,6.9,33.2893,-117.2001
1152,aug,7.3,34.0508,-117.2533
1153,aug,7.46,34.4,-117.34
1154,aug,7.36,36.3271,-119.6451
1155,aug,7.24,34.047,-117.48100000000001
1156,aug,7.13,34.1759,-116.2914
1157,aug,7.13,37.2444,-121.8325
1158,aug,7.05,33.919000000000004,-117.8325
1159,aug,7.23,33.5686,-117.2526
1160,aug,7.23,38.9096,-121.0797
1161,aug,7.17,38.7438,-121.1901
1162,aug,6.24,32.9468,-117.2192
1163,aug,7.06,34.0482,-118.1416
1164,aug,7.2,37.0296,-120.6401
1165,aug,6.99,32.7335,-117.0337
1166,aug,7.13,40.5626,-122.2255
1167,aug,6.94,38.0179,-121.905
1168,aug,6.41,37.87,-122.2981
1169,aug,7.12,38.6972,-121.8094
1170,aug,6.87,37.9878,-122.5996
1171,aug,6.59,37.763000000000005,-122.163
1172,aug,7.26,33.7962,-117.0005
1173,aug,7.22,36.5061,-119.5459
1174,aug,6.9,33.8473,-118.1134
1175,aug,6.43,33.6663,-117.9693
1176,aug,7.17,37.9629,-121.264
1177,aug,6.23,32.7665,-117.2008
1178,aug,7.33,35.3964,-118.9227
1179,aug,7.05,37.6589,-121.8715
1180,aug,5.15,37.7584,-122.4351
1181,aug,7.45,34.5655,-118.0855
1182,aug,7.13,38.6813,-121.7419
1183,aug,6.91,32.805,-117.1687
1184,aug,6.63,33.5319,-117.7025
1185,aug,7.08,37.3496,-121.8544
1186,aug,7.33,34.0347,-117.1731
1187,aug,7.24,36.3047,-119.1138
1188,aug,6.96,33.9888,-118.1864
1189,aug,6.97,33.7396,-117.7862
1190,aug,7.16,37.9555,-121.1906
1191,aug,6.59,37.7223,-122.15700000000001
1192,aug,7.23,36.4519,-119.9365
1193,aug,7.17,38.1929,-120.9578
1194,aug,7.19,37.7313,-120.9437
1195,aug,6.7,38.1521,-122.2507
1196,aug,7.17,37.922,-121.3025
1197,aug,7.09,33.8666,-117.5917
1198,aug,7.09,37.406,-121.8478
1199,aug,6.95,33.9234,-118.2759
1200,aug,7.29,34.1618,-116.4125
1201,aug,6.91,37.0576,-122.0151
1202,aug,6.74,38.4401,-122.7456
1203,aug,7.19,36.8016,-119.8888
1204,aug,6.95,33.989000000000004,-118.0891
1205,aug,7.19,39.1549,-123.2009
1206,aug,6.96,33.9584,-118.1199
1207,aug,7.19,37.16,-121.9881
1208,aug,7.13,39.2549,-122.0457
1209,aug,6.77,32.7196,-117.1625
1210,aug,6.41,37.8569,-122.2508
1211,aug,7.17,36.7019,-120.428
1212,aug,7.33,34.232,-118.2475
1213,aug,7.12,40.5393,-122.3328
1214,aug,6.24,34.2687,-119.2249
1215,aug,7.18,36.8135,-119.7083
1216,aug,6.9,33.8999,-118.1623
1217,aug,6.91,34.0888,-118.4061
1218,aug,7.18,37.3511,-120.6056
1219,aug,6.93,37.7574,-121.9521
1220,aug,7.1,37.5218,-120.4655
1221,aug,6.58,32.6827,-117.1744
1222,aug,7.35,34.1486,-117.26299999999999
1223,aug,7.21,38.8175,-121.1723
1224,aug,7.16,39.746,-121.8426
1225,aug,7.02,37.0169,-121.5658
1226,aug,6.72,33.7582,-118.3642
1227,aug,6.69,37.7021,-122.0793
1228,aug,7.31,33.9846,-117.0377
1229,aug,7.28,35.2569,-118.9133
1230,aug,7.12,34.3675,-119.0732
1231,aug,7.07,32.8023,-117.0243
1232,aug,7.27,36.0551,-119.016
1233,aug,6.91,37.0508,-122.0569
1234,aug,7.26,33.889,-117.2205
1235,aug,7.21,38.8767,-121.1421
1236,aug,7.23,36.311,-119.3264
1237,aug,7.34,35.6406,-120.7042
1238,aug,7.2,36.9148,-120.1582
1239,aug,6.69,33.8403,-118.3559
1240,aug,6.77,32.715,-117.1254
1241,aug,6.29,33.1581,-117.3265
1242,aug,7.06,32.8201,-116.9123
1243,aug,7.15,39.4911,-121.4947
1244,aug,7.09,37.3895,-122.0785
1245,aug,6.99,36.4118,-121.3262
1246,aug,7.25,35.3907,-119.1858
1247,aug,6.69,33.72,-118.0461
1248,aug,6.69,37.5397,-122.3027
1249,aug,6.51,33.9972,-118.4014
1250,aug,7.04,33.1069,-117.0708
1251,aug,6.78,37.5356,-122.0336
1252,aug,6.98,33.879,-117.8932
1253,aug,6.99,33.9032,-117.9122
1254,aug,6.06,36.5862,-121.8867
1255,aug,6.7,38.1052,-122.2457
1256,aug,6.56,37.9697,-122.2941
1257,aug,7.21,39.7504,-121.6103
1258,aug,6.87,35.0324,-120.4945
1259,aug,7.24,33.979,-117.3365
1260,aug,7.16,36.1774,-119.8204
1261,aug,7.13,38.1628,-121.1486
1262,aug,7.14,37.2559,-121.7754
1263,aug,6.73,38.0991,-122.2104
1264,aug,7.16,34.114000000000004,-118.0904
1265,aug,6.41,37.8094,-122.2717
1266,aug,7.22,34.0361,-117.6086
1267,aug,7.0,38.7102,-122.95700000000001
1268,aug,7.19,34.0456,-117.7531
1269,aug,7.26,35.3442,-119.0222
1270,aug,5.15,37.7242,-122.4796
1271,aug,7.3,36.1947,-120.3087
1272,aug,6.99,33.8078,-116.4647
1273,aug,6.99,33.1815,-117.1114
1274,aug,7.26,36.0153,-120.0077
1275,aug,7.11,38.3805,-121.9919
1276,aug,7.05,33.9235,-117.8956
1277,aug,7.12,40.5682,-122.4152
1278,aug,7.23,34.4465,-117.6341
1279,aug,7.04,37.9059,-122.0586
1280,aug,7.09,37.3771,-122.1241
1281,aug,6.98,33.8833,-117.8545
1282,aug,6.96,33.9443,-118.1949
1283,aug,6.01,36.6782,-121.7972
1284,aug,7.06,37.8041,-121.912
1285,aug,7.39,34.5386,-117.1773
1286,aug,7.16,37.7284,-121.42399999999999
1287,aug,6.24,32.9618,-117.2597
1288,aug,7.26,34.11,-117.7197
1289,aug,7.09,37.3179,-122.0478
1290,aug,6.43,33.647,-117.9151
1291,aug,6.37,33.4629,-117.6241
1292,aug,7.2,37.1004,-120.2786
1293,aug,6.93,33.5008,-117.6587
1294,aug,7.24,36.7332,-119.7847
1295,aug,7.3,35.1977,-119.057
1296,aug,7.21,34.2088,-118.8735
1297,aug,7.27,36.506,-119.2866
1298,aug,7.11,39.1597,-121.5374
1299,aug,7.35,34.1417,-117.2972
1300,aug,5.11,37.6259,-122.4236
1301,aug,5.15,37.7793,-122.4192
1302,aug,7.36,34.1046,-117.5873
1303,aug,6.96,33.9728,-118.1739
1304,aug,7.04,37.9843,-122.0144
1305,aug,7.11,38.5692,-121.545
1306,aug,7.31,34.8942,-117.0364
1307,aug,7.14,37.2286,-121.984
1308,aug,6.67,36.8291,-121.5285
1309,aug,7.23,33.7885,-116.9513
1310,aug,7.06,34.0871,-117.9697
1311,aug,7.18,37.2946,-120.4747
1312,aug,6.7,38.3286,-122.7104
1313,aug,7.06,37.3263,-121.9178
1314,aug,6.81,38.5449,-122.8079
1315,aug,7.21,32.8231,-116.7386
1316,aug,7.13,34.0858,-117.8869
1317,aug,7.11,33.9753,-117.7231
1318,aug,7.37,38.0796,-120.1687
1319,aug,6.95,37.5272,-121.9679
1320,aug,7.0,38.7957,-122.99700000000001
1321,aug,7.1,34.4812,-116.906
1322,aug,7.25,36.3121,-119.8035
1323,aug,6.97,33.6855,-117.6669
1324,aug,6.22,33.0531,-117.2686
1325,aug,7.13,34.0184,-117.8544
1326,aug,7.17,35.3783,-119.4166
1327,aug,6.87,38.2771,-122.4706
1328,aug,7.36,35.9456,-117.20299999999999
1329,aug,7.16,38.0251,-121.2972
1330,aug,6.99,33.6283,-114.6191
1331,aug,7.17,37.7765,-120.8476
1332,aug,6.93,37.4063,-122.0084
1333,aug,5.91,37.8019,-122.4102
1334,aug,7.13,34.0042,-117.8167
1335,aug,7.33,34.1095,-117.3762
1336,aug,6.79,37.3744,-122.213
1337,aug,6.71,37.6886,-122.1542
1338,aug,6.84,33.7242,-117.9062
1339,aug,7.21,38.0874,-120.5807
1340,aug,7.17,37.7429,-121.1255
1341,aug,7.24,35.8425,-119.0148
1342,aug,7.08,34.0023,-118.0356
1343,aug,6.88,37.4499,-122.1275
1344,aug,6.66,33.795,-118.1182
1345,aug,6.35,32.5796,-117.1171
1346,aug,7.17,37.9743,-121.3147
1347,aug,6.91,34.027,-118.4743
1348,aug,6.94,38.0632,-122.5411
1349,aug,7.23,33.7354,-116.97399999999999
1350,aug,7.23,33.7088,-116.9095
1351,aug,6.89,33.8162,-118.215
1352,aug,6.83,33.843,-116.5434
1353,aug,7.34,37.6736,-119.8131
1354,aug,6.96,33.9975,-118.1528
1355,aug,7.24,34.0666,-116.5595
1356,aug,6.89,33.8705,-118.2881
1357,aug,6.84,33.7086,-117.9563
1358,aug,7.25,33.6604,-117.1899
1359,aug,6.49,36.6812,-121.6154
1360,aug,7.23,36.2098,-120.0847
1361,aug,7.29,38.7247,-120.7953
1362,aug,7.07,38.5112,-122.45700000000001
1363,aug,7.01,33.7594,-116.3232
1364,aug,6.69,33.8663,-118.3997
1365,aug,7.14,33.9038,-117.6022
1366,aug,6.69,33.7829,-118.0262
1367,aug,6.74,38.405,-122.7275
1368,aug,7.2,34.1908,-118.837
1369,aug,6.43,33.6772,-117.9086
1370,aug,7.24,34.2849,-118.4382
1371,aug,6.41,37.8796,-122.2668
1372,aug,6.99,32.7413,-117.0951
1373,aug,6.9,33.7621,-117.8183
1374,aug,7.3,39.2027,-121.0208
1375,aug,7.05,37.6897,-121.8924
1376,aug,6.96,32.6626,-116.9541
1377,aug,7.16,39.4517,-123.3728
1378,aug,6.75,33.1796,-117.2446
1379,aug,7.26,35.3814,-119.0194
1380,aug,6.84,33.763000000000005,-117.9355
